settlement_id,category,threshold1,threshold2,mean_wt_percent,difference
Namiwawa,mean_wt_percent_bb,1.33,1.55,8.850430461942606,2.1465240277024265
Namiwawa,mean_wt_percent_bb,1.33,1.57,7.894318186679284,1.190411752439104
Namiwawa,mean_wt_percent_bb,1.33,1.59,7.3945937662393355,0.6906873319991558
Namiwawa,mean_wt_percent_bb,1.33,1.61,6.976597992575096,0.2726915583349161
Namiwawa,mean_wt_percent_bb,1.33,1.6300000000000001,6.7033114387762245,-5.949954639552502e-4
Namiwawa,mean_wt_percent_bb,1.33,1.6500000000000001,6.243166188124101,-0.460740246116079
Namiwawa,mean_wt_percent_bb,1.33,1.67,5.681348645557446,-1.0225577886827342
Namiwawa,mean_wt_percent_bb,1.33,1.69,4.928427746316735,-1.775478687923445
Namiwawa,mean_wt_percent_bb,1.33,1.71,4.323091865175592,-2.3808145690645874
Namiwawa,mean_wt_percent_bb,1.35,1.55,8.843408632354368,2.1395021981141884
Namiwawa,mean_wt_percent_bb,1.35,1.57,7.892377825359219,1.1884713911190392
Namiwawa,mean_wt_percent_bb,1.35,1.59,7.392879027450647,0.6889725932104671
Namiwawa,mean_wt_percent_bb,1.35,1.61,6.974868515500145,0.2709620812599649
Namiwawa,mean_wt_percent_bb,1.35,1.6300000000000001,6.698056832989333,-0.005849601250846881
Namiwawa,mean_wt_percent_bb,1.35,1.6500000000000001,6.2383458235646225,-0.4655606106755572
Namiwawa,mean_wt_percent_bb,1.35,1.67,5.67988655272002,-1.02401988152016
Namiwawa,mean_wt_percent_bb,1.35,1.69,4.924658581149679,-1.7792478530905012
Namiwawa,mean_wt_percent_bb,1.35,1.71,4.319797599003478,-2.3841088352367015
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.55,8.844010042392616,2.1401036081524367
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.57,7.892890920638801,1.1889844863986214
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.59,7.393379036073733,0.6894726018335531
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.61,6.975317209829537,0.27141077558935756
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.6300000000000001,6.698514779226243,-0.005391655013936791
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.6500000000000001,6.238782906563191,-0.4651235276769885
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.67,5.680252343795262,-1.0236540904449178
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.69,4.927459390349124,-1.7764470438910553
Namiwawa,mean_wt_percent_bb,1.3699999999999999,1.71,4.320103306956908,-2.3838031272832714
Namiwawa,mean_wt_percent_ff,1.21,1.55,59.6267318673623,-13.547885783297538
Namiwawa,mean_wt_percent_ff,1.21,1.57,59.637214270514164,-13.537403380145676
Namiwawa,mean_wt_percent_ff,1.21,1.59,59.630080098714856,-13.544537551944984
Namiwawa,mean_wt_percent_ff,1.21,1.61,59.638975370742116,-13.535642279917724
Namiwawa,mean_wt_percent_ff,1.21,1.6300000000000001,59.627190402834444,-13.547427247825397
Namiwawa,mean_wt_percent_ff,1.21,1.6500000000000001,59.62462827486611,-13.549989375793729
Namiwawa,mean_wt_percent_ff,1.21,1.67,59.64192139406549,-13.532696256594349
Namiwawa,mean_wt_percent_ff,1.21,1.69,59.66441649836217,-13.510201152297668
Namiwawa,mean_wt_percent_ff,1.21,1.71,59.62507038951722,-13.54954726114262
Namiwawa,mean_wt_percent_ff,1.23,1.55,61.0773380685685,-12.097279582091339
Namiwawa,mean_wt_percent_ff,1.23,1.57,61.087940048943366,-12.086677601716474
Namiwawa,mean_wt_percent_ff,1.23,1.59,61.08080249477427,-12.093815155885572
Namiwawa,mean_wt_percent_ff,1.23,1.61,61.08973649574334,-12.084881154916502
Namiwawa,mean_wt_percent_ff,1.23,1.6300000000000001,61.07792322156509,-12.096694429094754
Namiwawa,mean_wt_percent_ff,1.23,1.6500000000000001,61.11791014141519,-12.056707509244653
Namiwawa,mean_wt_percent_ff,1.23,1.67,61.092780745894814,-12.081836904765026
Namiwawa,mean_wt_percent_ff,1.23,1.69,61.1158274467557,-12.058790203904138
Namiwawa,mean_wt_percent_ff,1.23,1.71,61.11703202002637,-12.057585630633469
Namiwawa,mean_wt_percent_ff,1.25,1.55,62.64200144210067,-10.532616208559169
Namiwawa,mean_wt_percent_ff,1.25,1.57,62.60748244628383,-10.567135204376008
Namiwawa,mean_wt_percent_ff,1.25,1.59,62.600388859027234,-10.574228791632606
Namiwawa,mean_wt_percent_ff,1.25,1.61,62.609305268270575,-10.565312382389266
Namiwawa,mean_wt_percent_ff,1.25,1.6300000000000001,62.59753690235081,-10.57708074830903
Namiwawa,mean_wt_percent_ff,1.25,1.6500000000000001,62.638083407125,-10.536534243534838
Namiwawa,mean_wt_percent_ff,1.25,1.67,62.61243634783281,-10.562181302827028
Namiwawa,mean_wt_percent_ff,1.25,1.69,62.63605274417729,-10.538564906482549
Namiwawa,mean_wt_percent_ff,1.25,1.71,62.63728949194608,-10.537328158713763
Namiwawa,mean_wt_percent_ff,1.27,1.55,66.06025531908033,-7.114362331579514
Namiwawa,mean_wt_percent_ff,1.27,1.57,66.02499794861973,-7.149619702040113
Namiwawa,mean_wt_percent_ff,1.27,1.59,66.06260740103278,-7.112010249627062
Namiwawa,mean_wt_percent_ff,1.27,1.61,66.02681338144382,-7.147804269216024
Namiwawa,mean_wt_percent_ff,1.27,1.6300000000000001,66.05961202006266,-7.115005630597182
Namiwawa,mean_wt_percent_ff,1.27,1.6500000000000001,66.05674725244893,-7.117870398210911
Namiwawa,mean_wt_percent_ff,1.27,1.67,66.03002862564564,-7.144589025014199
Namiwawa,mean_wt_percent_ff,1.27,1.69,66.05487476667088,-7.1197428839889625
Namiwawa,mean_wt_percent_ff,1.27,1.71,66.05613721058464,-7.118480440075203
Namiwawa,mean_wt_percent_ff,1.29,1.55,73.17536773837999,7.50087720149395e-4
Namiwawa,mean_wt_percent_ff,1.29,1.57,73.1387426944528,-0.03587495620703862
Namiwawa,mean_wt_percent_ff,1.29,1.59,73.13297476269376,-0.04164288796607707
Namiwawa,mean_wt_percent_ff,1.29,1.61,73.14035342220339,-0.034264228456450496
Namiwawa,mean_wt_percent_ff,1.29,1.6300000000000001,73.17461765065984,0
Namiwawa,mean_wt_percent_ff,1.29,1.6500000000000001,73.17207824204107,-0.002539408618773109
Namiwawa,mean_wt_percent_ff,1.29,1.67,73.14312906997658,-0.031488580683259215
Namiwawa,mean_wt_percent_ff,1.29,1.69,73.1702861899447,-0.004331460715135904
Namiwawa,mean_wt_percent_ff,1.29,1.71,73.17131960380534,-0.003298046854496306
Namiwawa,mean_wt_percent_ff,1.31,1.55,75.87759056985267,2.702972919192831
Namiwawa,mean_wt_percent_ff,1.31,1.57,75.88635125461549,2.7117336039556506
Namiwawa,mean_wt_percent_ff,1.31,1.59,75.88051353169907,2.7058958810392255
Namiwawa,mean_wt_percent_ff,1.31,1.61,75.88795661193546,2.7133389612756247
Namiwawa,mean_wt_percent_ff,1.31,1.6300000000000001,75.87804755153843,2.7034299008785894
Namiwawa,mean_wt_percent_ff,1.31,1.6500000000000001,75.9204648989747,2.7458472483148597
Namiwawa,mean_wt_percent_ff,1.31,1.67,75.89044147572004,2.7158238250601983
Namiwawa,mean_wt_percent_ff,1.31,1.69,75.91846281448242,2.7438451638225843
Namiwawa,mean_wt_percent_ff,1.31,1.71,75.91933455202408,2.7447169013642423
Namiwawa,mean_wt_percent_ff,1.33,1.55,78.81274316368373,5.638125513023894
Namiwawa,mean_wt_percent_ff,1.33,1.57,78.77511161528858,5.60049396462874
Namiwawa,mean_wt_percent_ff,1.33,1.59,78.77018873901505,5.595571088355214
Namiwawa,mean_wt_percent_ff,1.33,1.61,78.77655373714596,5.60193608648612
Namiwawa,mean_wt_percent_ff,1.33,1.6300000000000001,78.81190393326779,5.6372862826079455
Namiwawa,mean_wt_percent_ff,1.33,1.6500000000000001,78.80962091972141,5.635003269061571
Namiwawa,mean_wt_percent_ff,1.33,1.67,78.7789351093656,5.604317458705765
